,_links,age_classification,age_scale,archive,attributes,bif_ampl_local,bif_ampl_remote,brain_region,branch_order,cell_type,contraction,corrected_value,corrected_xy,corrected_z,deposition_date,depth,diameter,domain,eucdistance,experiment_condition,fractal_dim,fragmentation,gender,height,length,magnification,max_age,max_weight,min_age,min_weight,n_bifs,n_branch,n_stems,neuron_id,neuron_name,note,objective_type,original_format,partition_asymmetry,pathdistance,physical_Integrity,pk_classic,png_url,protocol,reconstruction_software,reference_doi,reference_pmid,reported_value,reported_xy,reported_z,scientific_name,shrinkage_corrected,shrinkage_reported,slicing_direction,slicing_thickness,soma_surface,species,stain,strain,surface,upload_date,volume,width
1227,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1723'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1723'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1723'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",65.842,55.4364,"['neocortex', 'frontal', 'inferior frontal gyrus']",4.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.906583,,,,2006-10-30,49.99,2.16287,"Dendrites, Soma, No Axon",228.53,['Control'],1.0074,614.0,Male/Female,301.626,2284.77,60,72.0,Not Reported,23.0,Not Reported,16.0,36.0,4.0,1723,3-S7-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.4375,268.308,Dendrites Incomplete,1.25728,http://neuromorpho.org/images/imageFiles/Lewis/3-S7-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,205593.0,human,Golgi,Not applicable,17820.6,2007-10-15,15306.4,314.059
1228,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1724'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1724'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1724'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",74.8474,52.9106,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.881679,,,,2006-10-30,71.0,2.34181,"Dendrites, Soma, No Axon",304.988,['Control'],1.0064,452.0,Male/Female,405.743,1838.26,60,72.0,Not Reported,23.0,Not Reported,14.0,33.0,5.0,1724,3-S7-2,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.5,345.768,Dendrites Incomplete,1.36767,http://neuromorpho.org/images/imageFiles/Lewis/3-S7-2.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,224235.0,human,Golgi,Not applicable,14874.8,2007-10-15,12562.9,226.044
1229,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1725'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1725'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1725'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",74.3245,59.5502,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.914299,,,,2006-10-30,76.71,2.21445,"Dendrites, Soma, No Axon",216.364,['Control'],1.00783,616.0,Male/Female,269.051,2157.72,60,72.0,Not Reported,23.0,Not Reported,20.0,43.0,3.0,1725,3-S7-3,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.420833,247.127,Dendrites Incomplete,1.22084,http://neuromorpho.org/images/imageFiles/Lewis/3-S7-3.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,221953.0,human,Golgi,Not applicable,17196.4,2007-10-15,16211.9,234.387
1230,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1726'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1726'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1726'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",67.4585,54.9922,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.887382,,,,2006-10-30,89.1,2.00094,"Dendrites, Soma, No Axon",249.292,['Control'],1.00712,746.0,Male/Female,279.602,2772.54,60,72.0,Not Reported,23.0,Not Reported,28.0,61.0,5.0,1726,3-S7-4,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.502041,303.754,Dendrites Incomplete,1.38876,http://neuromorpho.org/images/imageFiles/Lewis/3-S7-4.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,151137.0,human,Golgi,Not applicable,19195.5,2007-10-15,14215.7,185.66
1231,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1727'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1727'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1727'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",69.039,58.3533,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.900985,,,,2006-10-30,121.49,1.6406,"Dendrites, Soma, No Axon",277.291,['Control'],1.00914,1463.0,Male/Female,387.444,4828.69,60,72.0,Not Reported,23.0,Not Reported,27.0,59.0,5.0,1727,4-S10-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.411897,314.274,Dendrites Incomplete,1.3729,http://neuromorpho.org/images/imageFiles/Lewis/4-S10-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,189665.0,human,Golgi,Not applicable,27495.0,2007-10-15,16776.0,345.798
1232,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1728'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1728'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1728'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",70.3227,54.2383,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.865715,,,,2006-10-30,106.31,1.66524,"Dendrites, Soma, No Axon",323.422,['Control'],1.00825,2028.0,Male/Female,499.37,5045.73,60,72.0,Not Reported,23.0,Not Reported,30.0,65.0,5.0,1728,4-S11-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.429091,419.964,Dendrites Incomplete,1.45491,http://neuromorpho.org/images/imageFiles/Lewis/4-S11-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,135605.0,human,Golgi,Not applicable,29225.7,2007-10-15,18776.1,335.593
1233,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1729'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1729'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1729'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",75.3843,57.4789,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.889302,,,,2006-10-30,89.71,1.72146,"Dendrites, Soma, No Axon",260.681,['Control'],1.00564,1151.0,Male/Female,408.591,3824.52,60,72.0,Not Reported,23.0,Not Reported,24.0,54.0,6.0,1729,4-S15-2,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.451389,312.91,Dendrites Incomplete,1.33304,http://neuromorpho.org/images/imageFiles/Lewis/4-S15-2.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,186007.0,human,Golgi,Not applicable,22656.7,2007-10-15,14931.7,328.852
1234,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1730'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1730'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1730'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",72.1962,51.5097,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.893035,,,,2006-10-30,107.99,1.57112,"Dendrites, Soma, No Axon",293.89,['Control'],1.00891,1236.0,Male/Female,480.259,3769.88,60,72.0,Not Reported,23.0,Not Reported,23.0,52.0,6.0,1730,4-S16-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.431677,357.622,Dendrites Incomplete,1.36211,http://neuromorpho.org/images/imageFiles/Lewis/4-S16-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,124954.0,human,Golgi,Not applicable,20178.2,2007-10-15,11046.6,284.415
1235,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1731'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1731'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1731'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",72.5167,53.9414,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.890445,,,,2006-10-30,107.67,1.65779,"Dendrites, Soma, No Axon",268.402,['Control'],1.00809,1168.0,Male/Female,431.753,3746.65,60,72.0,Not Reported,23.0,Not Reported,23.0,50.0,4.0,1731,4-S17-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.391304,341.312,Dendrites Incomplete,1.31809,http://neuromorpho.org/images/imageFiles/Lewis/4-S17-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,139174.0,human,Golgi,Not applicable,21520.4,2007-10-15,13203.1,287.298
1236,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1732'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1732'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1732'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",68.8543,50.3799,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.88135,,,,2006-10-30,106.44,2.07298,"Dendrites, Soma, No Axon",296.766,['Control'],1.01124,1166.0,Male/Female,436.824,4128.86,60,72.0,Not Reported,23.0,Not Reported,24.0,52.0,4.0,1732,4-S19-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.443056,367.644,Dendrites Incomplete,1.37923,http://neuromorpho.org/images/imageFiles/Lewis/4-S19-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,241249.0,human,Golgi,Not applicable,29940.3,2007-10-15,24894.1,299.921
1237,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1733'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1733'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1733'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",73.0746,62.0859,"['neocortex', 'frontal', 'inferior frontal gyrus']",3.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.900955,,,,2006-10-30,103.24,2.01753,"Dendrites, Soma, No Axon",323.486,['Control'],1.00809,673.0,Male/Female,446.486,2454.98,60,72.0,Not Reported,23.0,Not Reported,11.0,28.0,6.0,1733,4-S2-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.545455,392.79,Dendrites Incomplete,1.19033,http://neuromorpho.org/images/imageFiles/Lewis/4-S2-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,222197.0,human,Golgi,Not applicable,17538.7,2007-10-15,12486.8,214.541
1238,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1734'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1734'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1734'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",70.317,58.9517,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.874121,,,,2006-10-30,107.49,2.00278,"Dendrites, Soma, No Axon",230.669,['Control'],1.00876,862.0,Male/Female,350.633,3056.61,60,72.0,Not Reported,23.0,Not Reported,16.0,38.0,6.0,1734,4-S20-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.402083,294.237,Dendrites Incomplete,1.27064,http://neuromorpho.org/images/imageFiles/Lewis/4-S20-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,170566.0,human,Golgi,Not applicable,21950.6,2007-10-15,17716.0,288.227
1239,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1735'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1735'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1735'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",69.291,53.556,"['neocortex', 'frontal', 'inferior frontal gyrus']",8.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.890701,,,,2006-10-30,125.99,1.54271,"Dendrites, Soma, No Axon",326.295,['Control'],1.00859,1482.0,Male/Female,482.215,4798.76,60,72.0,Not Reported,23.0,Not Reported,27.0,59.0,5.0,1735,4-S6-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.386772,409.172,Dendrites Incomplete,1.32222,http://neuromorpho.org/images/imageFiles/Lewis/4-S6-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,153117.0,human,Golgi,Not applicable,25924.8,2007-10-15,15470.1,355.038
1240,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1736'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1736'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1736'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",83.6288,64.825,"['neocortex', 'frontal', 'inferior frontal gyrus']",5.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.885445,,,,2006-10-30,88.98,1.85442,"Dendrites, Soma, No Axon",274.785,['Control'],1.00719,1198.0,Male/Female,365.259,4180.21,60,72.0,Not Reported,23.0,Not Reported,27.0,59.0,5.0,1736,4-S8-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.392593,332.487,Dendrites Incomplete,1.23299,http://neuromorpho.org/images/imageFiles/Lewis/4-S8-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,133513.0,human,Golgi,Not applicable,27254.2,2007-10-15,21040.0,307.111
1241,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1737'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1737'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1737'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",70.8645,65.0741,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.897695,,,,2006-10-30,89.44,2.16973,"Dendrites, Soma, No Axon",258.417,['Control'],1.01446,598.0,Male/Female,412.058,2447.77,60,72.0,Not Reported,23.0,Not Reported,19.0,42.0,4.0,1737,5-S11-2,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.531579,317.323,Dendrites Incomplete,1.21964,http://neuromorpho.org/images/imageFiles/Lewis/5-S11-2.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,220971.0,human,Golgi,Not applicable,18763.4,2007-10-15,18434.4,269.534
1242,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1738'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1738'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1738'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",69.2474,55.6791,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.89606,,,,2006-10-30,116.55,1.79504,"Dendrites, Soma, No Axon",256.349,['Control'],1.00895,967.0,Male/Female,365.911,3454.5,60,72.0,Not Reported,23.0,Not Reported,23.0,51.0,5.0,1738,5-S14-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.433954,315.51,Dendrites Incomplete,1.23156,http://neuromorpho.org/images/imageFiles/Lewis/5-S14-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,169874.0,human,Golgi,Not applicable,20808.0,2007-10-15,14414.8,376.334
1243,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1739'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1739'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1739'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",75.4014,55.7824,"['neocortex', 'frontal', 'inferior frontal gyrus']",7.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.881491,,,,2006-10-30,100.47,1.61674,"Dendrites, Soma, No Axon",397.39,['Control'],1.01081,1159.0,Male/Female,453.874,3931.55,60,72.0,Not Reported,23.0,Not Reported,32.0,69.0,5.0,1739,5-S14-3,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.447443,515.564,Dendrites Incomplete,1.34841,http://neuromorpho.org/images/imageFiles/Lewis/5-S14-3.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,155193.0,human,Golgi,Not applicable,22236.0,2007-10-15,15486.2,257.857
1244,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1740'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1740'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1740'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",71.8024,58.1878,"['neocortex', 'frontal', 'inferior frontal gyrus']",7.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.866333,,,,2006-10-30,104.22,1.71121,"Dendrites, Soma, No Axon",455.207,['Control'],1.00916,1641.0,Male/Female,534.48,5704.23,60,72.0,Not Reported,23.0,Not Reported,38.0,83.0,7.0,1740,5-S15-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.427632,533.578,Dendrites Incomplete,1.28591,http://neuromorpho.org/images/imageFiles/Lewis/5-S15-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,238400.0,human,Golgi,Not applicable,33708.0,2007-10-15,25074.8,345.835
1245,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1741'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1741'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1741'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",63.3221,55.5726,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.882188,,,,2006-10-30,101.01,1.79388,"Dendrites, Soma, No Axon",367.209,['Control'],1.00914,1405.0,Male/Female,432.167,5297.63,60,72.0,Not Reported,23.0,Not Reported,34.0,75.0,7.0,1741,5-S16-4,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.406653,433.906,Dendrites Incomplete,1.44388,http://neuromorpho.org/images/imageFiles/Lewis/5-S16-4.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,286473.0,human,Golgi,Not applicable,31946.2,2007-10-15,21287.5,353.403
1246,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1742'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1742'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1742'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",78.3185,58.9805,"['neocortex', 'frontal', 'inferior frontal gyrus']",7.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.902064,,,,2006-10-30,93.4,1.77558,"Dendrites, Soma, No Axon",287.546,['Control'],1.0068,778.0,Male/Female,338.013,2685.7,60,72.0,Not Reported,23.0,Not Reported,28.0,61.0,5.0,1742,5-S19-3,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.356656,362.135,Dendrites Incomplete,1.25002,http://neuromorpho.org/images/imageFiles/Lewis/5-S19-3.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,156230.0,human,Golgi,Not applicable,16050.0,2007-10-15,11590.7,292.031
1247,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1743'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1743'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1743'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",69.8345,52.6926,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.913571,,,,2006-10-30,105.55,1.55138,"Dendrites, Soma, No Axon",322.278,['Control'],1.00751,1271.0,Male/Female,394.495,4613.83,60,72.0,Not Reported,23.0,Not Reported,34.0,74.0,6.0,1743,5-S22-1,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.371078,388.579,Dendrites Incomplete,1.26512,http://neuromorpho.org/images/imageFiles/Lewis/5-S22-1.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,114402.0,human,Golgi,Not applicable,23907.3,2007-10-15,14685.4,340.718
1248,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/1744'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/1744'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/1744'}}",adult,Year,Lewis,"Diameter, 3D, No Angles",67.2076,56.0788,"['neocortex', 'frontal', 'inferior frontal gyrus']",6.0,"['Magnopyramidal', 'pyramidal', 'principal cell']",0.885398,,,,2006-10-30,99.48,1.60039,"Dendrites, Soma, No Axon",408.405,['Control'],1.00453,1540.0,Male/Female,513.332,5103.82,60,72.0,Not Reported,23.0,Not Reported,34.0,74.0,6.0,1744,5-S25-2,"When originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (Sep 2015). The original files are still available for download <a href="" dableFiles/previous/v7.0/Lewis.tar.gz "">here</a>. For any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",oil,Eutectic.nts,0.345845,511.748,Dendrites Incomplete,1.41767,http://neuromorpho.org/images/imageFiles/Lewis/5-S25-2.png,in vitro,Eutectic,['10.1001/archneur.1996.00550120089021'],['8970455'],,,,,,Not Reported,Not reported,120,141267.0,human,Golgi,Not applicable,27627.8,2007-10-15,16140.0,255.839
